"KEGG_ko"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"	"Symbol"	"Name"	"DEO"
"ko:K00467"	2362.37509701363	18.5082733254341	1.53987281204235	1.04387347269664e-34	1.28532594551168e-32	"E1.13.12.4"	"lactate 2-monooxygenase [EC:1.13.12.4]"	1
"ko:K05538"	1349.03437555724	15.0267350556453	1.27140569284881	2.61887034518886e-34	3.09026700732285e-32	"MNN1"	"alpha 1,3-mannosyltransferase [EC:2.4.1.-]"	1
"ko:K11684"	1976.11462300033	-4.01680495867538	0.336063672152381	2.32321827448317e-33	2.63174166133454e-31	"BDF1"	"bromodomain-containing factor 1"	1
"ko:K00365"	812.302288605124	12.1686848943552	1.05395890076032	1.65855842569271e-32	1.80655286983144e-30	"uaZ"	"urate oxidase [EC:1.7.3.3]"	1
"ko:K18724"	240.695974302018	12.0335544200022	1.05319577202934	7.2804308338571e-32	7.63636300795678e-30	"POM34"	"nucleoporin POM34"	1
"ko:K07401"	81.8389814456334	12.1429359510141	1.0965804919571	3.69301422273613e-30	3.7352200995674e-28	"K07401"	"selenoprotein W-related protein"	1
"ko:K07556"	320.69335538239	10.6812473245218	0.957124975724983	3.89611808316471e-30	3.80476083155947e-28	"ATPeAF2, ATPAF2, ATP12"	"ATP synthase mitochondrial F1 complex assembly factor 2"	1
"ko:K11314"	407.515757018858	2.24618761845135	0.205443874671902	4.35536557619377e-30	4.11146510392692e-28	"TADA2A, ADA2"	"transcriptional adapter 2-alpha"	1
"ko:K17918"	226.353891695556	19.7430688547348	1.77772817805017	7.67063719844947e-30	7.00749824064803e-28	"SNX3_12"	"sorting nexin-3/12"	1
"ko:K03458"	461.159850921846	12.894522266118	1.18814971395774	2.72825442578913e-29	2.41450516682338e-27	"TC.NCS2"	"nucleobase:cation symporter-2, NCS2 family"	1
"ko:K00720"	105.136397200015	11.2011641838661	1.03673979785784	1.38289502384704e-28	1.18677536591964e-26	"UGCG"	"ceramide glucosyltransferase [EC:2.4.1.80]"	1
"ko:K17361"	749.790254887802	25.0270868975695	2.32213454036302	7.82710378984767e-28	6.51951703907312e-26	"ACOT9"	"acyl-coenzyme A thioesterase 9 [EC:3.1.2.-]"	1
"ko:K11667"	369.248540001444	-5.84870173804199	0.547844890710517	7.17908221884449e-27	5.80890309821931e-25	"INO80C, IES6"	"INO80 complex subunit C"	1
"ko:K03885"	1905.44075387201	11.8824735385291	1.1654930098499	5.48751731619413e-26	4.31684695540605e-24	"ndh"	"NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]"	1
"ko:K02137"	927.970060370627	-24.3037365439092	2.40986676118762	1.08600097064193e-24	8.31231013204847e-23	"ATPeF0O, ATP5O, ATP5"	"F-type H+-transporting ATPase subunit O"	1
"ko:K18759"	99.4214304157216	10.963582796233	1.10153505813336	1.22047741832105e-24	9.09576854917161e-23	"EDC1_2"	"enhancer of mRNA-decapping protein 1/2"	1
"ko:K17807"	523.305353325218	11.7433483426072	1.19013025898861	1.67782150548612e-24	1.21835653936838e-22	"TAM41, MMP37"	"mitochondrial translocator assembly and maintenance protein 41"	1
"ko:K01130"	246.319435854518	12.1435126380429	1.25107916591016	6.34818821934608e-24	4.49451725929703e-22	"E3.1.6.1"	"arylsulfatase [EC:3.1.6.1]"	1
"ko:K13800"	834.288117323696	-3.56570901597154	0.362850970485601	6.5388669754154e-24	4.5166027498479e-22	"CMPK1, UMPK"	"UMP-CMP kinase [EC:2.7.4.14]"	1
"ko:K10426"	89.1747821366544	10.3972431190871	1.07310154417467	2.47218187036544e-23	1.66695691830356e-21	"DCTN4"	"dynactin 4"	1
"ko:K01273"	153.315292930538	12.6941647207926	1.33905621903565	4.15054041665274e-23	2.73356522324664e-21	"DPEP"	"membrane dipeptidase [EC:3.4.13.19]"	1
"ko:K15303"	488.037374216462	12.9125246789617	1.37625523497111	9.43180869687696e-23	6.07065505217172e-21	"AKR7"	"aflatoxin B1 aldehyde reductase"	1
"ko:K00787"	4206.12978351522	-4.31401408359893	0.443901679909458	1.14537717137381e-22	7.20824033184586e-21	"FDPS"	"farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]"	1
"ko:K17738"	1683.64626281063	16.0916368588773	1.72873194482574	1.44956188097597e-22	8.92425923244339e-21	"ARD"	"D-arabinitol 2-dehydrogenase [EC:1.1.1.250]"	1
"ko:K15206"	932.764798687349	-2.9624156892223	0.3242746600556	2.70029889948157e-22	1.62707371985783e-20	"TFC7"	"transcription factor C subunit 7"	1
"ko:K00276"	975.346270344504	9.43966459226525	0.99665280079258	3.71016657774011e-22	2.18899828086666e-20	"AOC3, AOC2, tynA"	"primary-amine oxidase [EC:1.4.3.21]"	1
"ko:K09702"	193.714468215569	11.8619381227329	1.31184190162158	4.18400609092213e-21	2.41818474479418e-19	"K09702"	"uncharacterized protein"	1
"ko:K01935"	147.921178337163	10.0597878885671	1.10060186769714	5.71036087046944e-21	3.23434839703389e-19	"bioD"	"dethiobiotin synthetase [EC:6.3.3.3]"	1
"ko:K07305"	679.921306474813	-22.9119675745167	2.50296028589933	7.46366801614144e-21	4.14453094543383e-19	"msrB"	"peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]"	1
"ko:K22493"	61.98336071228	10.3750913373684	1.14349346348759	8.62130019533514e-21	4.69529272176714e-19	"ALS"	"agglutinin-like protein"	1
"ko:K22140"	1042.51685012673	1.66591644387808	0.185767863658885	3.03237255618737e-20	1.62031680738163e-18	"MGM1"	"dynamin-like GTPase MGM1, mitochondrial"	1
"ko:K01480"	1363.45582356025	12.7306288532325	1.46002743349616	4.60336053567465e-20	2.41420685870937e-18	"speB"	"agmatinase [EC:3.5.3.11]"	1
"ko:K01892"	1750.61188011402	11.2849642346988	1.31473756897146	3.71131017025101e-19	1.91098734584561e-17	"HARS, hisS"	"histidyl-tRNA synthetase [EC:6.1.1.21]"	1
"ko:K03029"	877.55200891696	11.7774366103181	1.38167919252748	4.48459326241939e-19	2.26792287842352e-17	"PSMD4, RPN10"	"26S proteasome regulatory subunit N10"	1
"ko:K10427"	46.7053824857607	9.12944676588996	1.05460770042039	7.71464926557983e-19	3.83296258247756e-17	"DCTN5"	"dynactin 5"	1
"ko:K17668"	131.742003557446	10.5765041676697	1.24077956755506	1.00289339332374e-18	4.89688636188421e-17	"PET122"	"protein PET122, mitochondrial"	1
"ko:K12606"	362.071619898611	-1.32628398408891	0.155888795212652	3.96246444492414e-18	1.90198293356359e-16	"RCD1, CNOT9, CAF40"	"CCR4-NOT transcription complex subunit 9"	1
"ko:K03022"	115.638724886048	25.9110294780272	3.07427153657141	5.22467981853568e-18	2.46604887434884e-16	"RPC8, POLR3H"	"DNA-directed RNA polymerase III subunit RPC8"	1
"ko:K01488"	644.969937539687	9.6465054181216	1.14904543845988	5.47920823951342e-18	2.54378979250852e-16	"add, ADA"	"adenosine deaminase [EC:3.5.4.4]"	1
"ko:K13535"	1238.98623324495	2.59249016463055	0.327240886992842	5.59121059390056e-18	2.55392070998813e-16	"CLD1"	"cardiolipin-specific phospholipase [EC:3.1.1.-]"	1
"ko:K00859"	83.6751884180594	26.3842879797584	3.13789436560501	6.11245076115932e-18	2.74769215168305e-16	"coaE"	"dephospho-CoA kinase [EC:2.7.1.24]"	1
"ko:K00002"	2282.49821236817	3.02220606515758	0.385591306748237	2.45371352160166e-17	1.08576823330873e-15	"AKR1A1, adh"	"alcohol dehydrogenase (NADP+) [EC:1.1.1.2]"	1
"ko:K18179"	493.696086699524	12.0367568456392	1.51208409017003	4.30655144761124e-17	1.87633133840539e-15	"COA6"	"cytochrome c oxidase assembly factor 6"	1
"ko:K01056"	81.8061975294938	9.53717111070694	1.1841348727657	1.00318383120619e-16	4.24032329847152e-15	"PTH1, PTRH1, pth, spoVC"	"peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]"	1
"ko:K12275"	646.812197346583	-1.49984581945166	0.185564809631081	9.99708126829515e-17	4.24032329847152e-15	"SEC62"	"translocation protein SEC62"	1
"ko:K19717"	1607.92556843055	-5.39629152297886	0.659375280691686	1.54533276506648e-16	6.4358564568651e-15	"ATG33"	"autophagy-related protein 33"	1
"ko:K15175"	390.756658537858	8.92143355908683	1.11182689863232	1.80321078781733e-16	7.40100427695461e-15	"CDC73"	"parafibromin"	1
"ko:K02969"	4461.69742210467	9.94305472839141	1.26181476395344	3.20372212837708e-16	1.29613443822341e-14	"RP-S20e, RPS20"	"small subunit ribosomal protein S20e"	1
"ko:K22139"	1723.73515800256	-12.7312975321266	1.66305774637617	3.34410753044811e-16	1.33387500369423e-14	"MPC2"	"mitochondrial pyruvate carrier 2"	1
"ko:K14297"	413.722547377158	-13.1734413175884	1.74297745927377	5.86267938129732e-16	2.30598722331028e-14	"NUP98, ADAR2, NUP116"	"nuclear pore complex protein Nup98-Nup96"	1
"ko:K09425"	302.497236759502	9.90282541898336	1.2701811363264	6.38511393340179e-16	2.47707433690327e-14	"K09425"	"Myb-like DNA-binding protein FlbD"	1
"ko:K11984"	335.555444961743	1.56908393604171	0.200924683745871	7.51505072094572e-16	2.87603022185382e-14	"SART1, HAF, SNU66"	"U4/U6.U5 tri-snRNP-associated protein 1"	1
"ko:K03316"	2384.59702979253	2.28371456131506	0.309257004173573	8.56467060478898e-16	3.23401962036832e-14	"TC.CPA1"	"monovalent cation:H+ antiporter, CPA1 family"	1
"ko:K00511"	8796.66013936261	-2.76914219375712	0.380012354527863	9.0977738537694e-16	3.39011783603618e-14	"SQLE, ERG1"	"squalene monooxygenase [EC:1.14.14.17]"	1
"ko:K05543"	224.975266914554	9.33948393746895	1.20735752592784	1.44167415725026e-15	5.30236521212045e-14	"DUS2"	"tRNA-dihydrouridine synthase 2 [EC:1.3.1.91]"	1
"ko:K01641"	4221.00097875628	12.5302413915942	1.68004750879435	1.7024022234066e-15	6.18102961113781e-14	"HMGCS"	"hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]"	1
"ko:K10755"	541.544987692183	-1.63848611958728	0.216603769527573	4.09058894309063e-15	1.46639846668768e-13	"RFC2_4"	"replication factor C subunit 2/4"	1
"ko:K11339"	406.275858468238	-1.3303341877851	0.173989991405867	4.53175860394893e-15	1.60424254579792e-13	"MORF4L1, MRG15, EAF3"	"mortality factor 4-like protein 1"	1
"ko:K11153"	566.829766020854	-1.36450101623537	0.18271393067709	1.67175951667512e-14	5.8449666064493e-13	"RDH12"	"retinol dehydrogenase 12 [EC:1.1.1.300]"	1
"ko:K22132"	877.863351788767	-4.45357811570719	0.591393436646107	1.88276686981708e-14	6.50243387234388e-13	"tcdA"	"tRNA threonylcarbamoyladenosine dehydratase"	1
"ko:K01610"	108.73236101375	3.90445206233157	0.531312912972382	2.65145307825036e-14	9.02923876090842e-13	"E4.1.1.49, pckA"	"phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]"	1
"ko:K07127"	137.08853372649	8.16485719742939	1.09851969871759	2.6781640392525e-14	9.02923876090842e-13	"uraH, pucM, hiuH"	"5-hydroxyisourate hydrolase [EC:3.5.2.17]"	1
"ko:K18191"	40.9965240502792	-27.1092803063201	3.70039203329382	2.9380983161399e-14	9.7890522721273e-13	"FMC1"	"ATP synthase assembly factor FMC1, mitochondrial"	1
"ko:K18852"	111.258728460612	-27.8709234139584	3.99378567519133	3.33549650098815e-13	1.09838675474401e-11	"HPA3"	"D-amino-acid N-acetyltransferase [EC:2.3.1.36]"	1
"ko:K13354"	329.358671619826	11.327647340689	1.66062446401517	3.63253163719728e-13	1.18245167776353e-11	"SLC25A17, PMP34"	"solute carrier family 25 (peroxisomal adenine nucleotide transporter), member 17"	1
"ko:K14803"	2617.7281632796	-2.46740248083196	0.382251250086134	3.98710058791097e-13	1.28312146192771e-11	"PTC2_3"	"protein phosphatase PTC2/3 [EC:3.1.3.16]"	1
"ko:K20102"	70.4772365471807	9.48165044612551	1.37784787358081	7.54710370314297e-13	2.4015053581237e-11	"YTHDF"	"YTH domain-containing family protein"	1
"ko:K15455"	70.5173487194144	16.9127939374562	2.58104636916189	8.30949416492153e-13	2.61472083056198e-11	"DPH3, KTI11"	"diphthamide biosynthesis protein 3"	1
"ko:K00469"	87.8958857672967	27.781032820943	4.07805973717042	1.0447506400374e-12	3.25135583800651e-11	"MIOX"	"inositol oxygenase [EC:1.13.99.1]"	1
"ko:K12627"	21.7026804688617	-21.1533967240979	3.14961237740252	1.09879258645049e-12	3.38237022263891e-11	"LSM8"	"U6 snRNA-associated Sm-like protein LSm8"	1
"ko:K15130"	100.193856448959	19.2533372980263	2.9404572731851	1.83809456237414e-12	5.59729440929415e-11	"MED8"	"mediator of RNA polymerase II transcription subunit 8, fungi type"	1
"ko:K12735"	24.8908182060984	27.7195107987206	4.13486795632277	2.16396740321478e-12	6.51952732543007e-11	"PPIL4"	"peptidyl-prolyl cis-trans isomerase-like 4 [EC:5.2.1.8]"	1
"ko:K15444"	268.2558536048	17.7428439450153	2.77095017909186	2.84630894100865e-12	8.48499675888051e-11	"TRM9"	"tRNA (uracil-5-)-methyltransferase TRM9 [EC:2.1.1.229]"	1
"ko:K15174"	558.091248572296	8.88465448636719	1.32076218921465	3.05101041454735e-12	9.0004807229147e-11	"PAF1"	"RNA polymerase II-associated factor 1"	1
"ko:K02959"	98.2601262165201	17.4954894921157	2.76222808091414	4.13509679236322e-12	1.2072777439147e-10	"RP-S16, MRPS16, rpsP"	"small subunit ribosomal protein S16"	1
"ko:K00223"	2599.84746852934	-1.95045613615356	0.305217142490516	4.55848249215037e-12	1.31730840997652e-10	"ERG4"	"Delta24(24(1))-sterol reductase [EC:1.3.1.71]"	1
"ko:K17290"	1329.34740994163	11.8506083429139	1.85330182984298	4.80925879455283e-12	1.37573948547208e-10	"HTATIP2"	"oxidoreductase [EC:1.1.1.-]"	1
"ko:K17878"	134.57609655557	19.0354668190227	2.99377427802392	5.7868914870907e-12	1.63884766914409e-10	"NNT1"	"EEF1A N-terminal glycine/lysine methyltransferase [EC:2.1.1.-]"	1
"ko:K06942"	721.02348632964	-1.02979430755871	0.15447618036711	8.51607757148225e-12	2.38787442400374e-10	"ychF"	"ribosome-binding ATPase"	1
"ko:K14522"	27.9457023108417	27.5826920595129	4.25887530649197	9.52933221895579e-12	2.64579106314537e-10	"POP3"	"ribonuclease P/MRP protein subunit POP3 [EC:3.1.26.5]"	1
"ko:K06676"	201.633713183483	4.22918455407588	0.646536143234995	1.20044154560831e-11	3.30063151180847e-10	"BRRN1, BRN1, CAPH"	"condensin complex subunit 2"	1
"ko:K06030"	761.298292082849	1.36635084629458	0.209896439773703	1.4958279109726e-11	4.0604913164974e-10	"MFN2, FZO1"	"mitofusin 2 [EC:3.6.5.-]"	1
"ko:K11092"	72.3285561535991	25.4257020327655	3.96884717363	1.50547877200645e-11	4.0604913164974e-10	"SNRPA1"	"U2 small nuclear ribonucleoprotein A'"	1
"ko:K02975"	9660.84986658254	1.75597481724542	0.277972823347658	1.717949441325e-11	4.58984228097395e-10	"RP-S25e, RPS25"	"small subunit ribosomal protein S25e"	1
"ko:K12197"	106.41056901117	22.8174576309714	3.60814103877147	1.93065547540055e-11	5.10992178162088e-10	"CHMP1, VPS46, DID2"	"charged multivesicular body protein 1"	1
"ko:K01953"	4314.41614947656	-1.61515007535492	0.253815992003538	2.10452472690969e-11	5.51853150611875e-10	"asnB, ASNS"	"asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]"	1
"ko:K00549"	15041.2259367264	-3.21952701328789	0.543403129895773	3.17752235067384e-11	8.1812140555536e-10	"metE"	"5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]"	1
"ko:K11227"	1392.60566746232	-3.3434187544464	0.558240033123665	3.17773144813169e-11	8.1812140555536e-10	"PBS2"	"mitogen-activated protein kinase kinase [EC:2.7.12.2]"	1
"ko:K08493"	211.985500942689	-19.2869101056718	3.17075535839766	3.46728388253823e-11	8.84625941923266e-10	"VTI1"	"vesicle transport through interaction with t-SNAREs 1"	1
"ko:K01697"	4128.58071515267	-1.98248325168878	0.328015922062533	3.54884429519905e-11	8.97350628928903e-10	"CBS"	"cystathionine beta-synthase [EC:4.2.1.22]"	1
"ko:K21996"	1593.32731157704	1.77249908730105	0.286557944120536	3.70538106643133e-11	9.28640635410046e-10	"SNX41_42"	"sorting nexin-41/42"	1
"ko:K11115"	237.128134428568	2.38811401996538	0.413135868225043	3.76625558568452e-11	9.35617177075313e-10	"CDC13"	"cell division control protein 13"	1
"ko:K17906"	617.419105515519	2.2897395589681	0.393885674280342	4.0919540890492e-11	1.0076881721902e-09	"ATG2"	"autophagy-related protein 2"	1
"ko:K09022"	93.877665655677	8.99190165850307	1.42859060379901	5.08605540892742e-11	1.24169904466228e-09	"ridA, tdcF, RIDA"	"2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]"	1
"ko:K01771"	314.398420924497	11.9500544217217	1.98918378461275	5.42591626600239e-11	1.31334998848878e-09	"plc"	"1-phosphatidylinositol phosphodiesterase [EC:4.6.1.13]"	1
"ko:K10625"	2120.49212711253	1.80905808604712	0.303061955778653	1.21127061208881e-10	2.90704946901313e-09	"UBR1"	"E3 ubiquitin-protein ligase UBR1 [EC:2.3.2.27]"	1
"ko:K11682"	428.154231721895	1.48378917896918	0.242191453969831	1.36211665193531e-10	3.21459529856733e-09	"SWC3"	"SWR1-complex protein 3"	1
"ko:K22242"	143.787872346439	-8.43256848429913	1.36363385663371	1.35265035386579e-10	3.21459529856733e-09	"VAB2"	"biogenesis of lysosome-related organelles complex 1 subunit VAB2"	1
"ko:K19564"	2032.54880376865	-1.96546253771688	0.33856935250144	1.63292238929415e-10	3.82184810452977e-09	"CTR, HNM1"	"choline transport protein"	1
"ko:K12346"	1729.85506189488	-1.29215140492858	0.210221668461261	1.7675959825546e-10	4.10314083819232e-09	"SMF"	"metal iron transporter"	1
"ko:K13953"	34325.2654397505	1.52166599795213	0.2509928614875	1.83804424690456e-10	4.23198480262903e-09	"adhP"	"alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]"	1
"ko:K00133"	2072.70702974257	-1.5761490125918	0.261606744305937	1.98987254071163e-10	4.54461212523817e-09	"asd"	"aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]"	1
"ko:K12604"	1273.84715490632	1.68081188096347	0.284484331587691	2.87203527825531e-10	6.50688312641523e-09	"CNOT1, NOT1"	"CCR4-NOT transcription complex subunit 1"	1
"ko:K00059"	1514.18254598714	6.58516800100086	1.07027260868902	3.13655905947855e-10	7.04978988606606e-09	"fabG, OAR1"	"3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"	1
"ko:K14573"	960.204332246482	-2.8714321987447	0.532676383854217	3.31620160924562e-10	7.39486847038078e-09	"NOP4, RBM28"	"nucleolar protein 4"	1
"ko:K00273"	543.193607539866	17.8547101921476	3.18074881142113	3.66006926025085e-10	8.03512879459721e-09	"DAO, aao"	"D-amino-acid oxidase [EC:1.4.3.3]"	1
"ko:K05754"	429.53290547697	10.8785347279218	1.87660301795561	3.64969099875679e-10	8.03512879459721e-09	"ARPC5"	"actin related protein 2/3 complex, subunit 5"	1
"ko:K01867"	1051.2529556444	-1.31187931668602	0.218825100476261	4.36652157022229e-10	9.51229929759195e-09	"WARS, trpS"	"tryptophanyl-tRNA synthetase [EC:6.1.1.2]"	1
"ko:K22262"	548.147842986484	1.55011241952986	0.264018252979541	5.42453382702783e-10	1.17269311436205e-08	"WDFY3, ALFY"	"WD repeat and FYVE domain-containing protein 3"	1
"ko:K00354"	6964.45835995133	-1.8615306818568	0.331460837378535	7.78342416652148e-10	1.66989827572643e-08	"E1.6.99.1"	"NADPH2 dehydrogenase [EC:1.6.99.1]"	1
"ko:K02272"	1432.95034997643	9.08012310601946	1.55521870715886	8.13664341004478e-10	1.73255444640954e-08	"COX7C"	"cytochrome c oxidase subunit 7c"	1
"ko:K07955"	107.069339921388	9.67801948564049	1.68649692491093	1.05613825087564e-09	2.23207725856703e-08	"ARL8"	"ADP-ribosylation factor-like protein 8"	1
"ko:K19029"	872.228589414468	2.07989699656401	0.387401898316722	1.22919234104464e-09	2.57857237765808e-08	"PFKFB2"	"6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 2 [EC:2.7.1.105 3.1.3.46]"	1
"ko:K11244"	2343.24864498599	-1.50889927103832	0.263288761443375	1.38652156943207e-09	2.88722726811149e-08	"WSC"	"cell wall integrity and stress response component"	1
"ko:K01054"	1452.48803537088	-2.51636822242759	0.49099552797879	1.41657519301272e-09	2.92827806322045e-08	"MGLL"	"acylglycerol lipase [EC:3.1.1.23]"	1
"ko:K12412"	587.084225320504	-1.59860812390236	0.282036816344354	1.54596693291697e-09	3.17259301016004e-08	"MCM1"	"pheromone receptor transcription factor"	1
"ko:K01341"	672.262749664481	-0.801470963731041	0.13590636088949	1.61591874754459e-09	3.29228913168797e-08	"KEX2"	"kexin [EC:3.4.21.61]"	0
"ko:K15138"	476.501891991325	10.7328654794699	1.93792947226062	1.80114602453298e-09	3.64139028738538e-08	"ROX3, MED19"	"mediator of RNA polymerase II transcription subunit 19, fungi type"	1
"ko:K21752"	540.560961027924	-2.32920687861335	0.452779844295366	1.81298033376179e-09	3.64139028738538e-08	"DRAP1, NC2-alpha"	"Dr1-associated corepressor"	1
"ko:K03061"	2541.0922606442	-1.12700231233913	0.19427224089942	1.86129309423176e-09	3.71210003018615e-08	"PSMC2, RPT1"	"26S proteasome regulatory subunit T1"	1
"ko:K12783"	17.796644432309	8.33845593731575	1.44810783509532	1.87548429746497e-09	3.71424582546908e-08	"SSP1"	"sporulation-specific protein 1"	1
"ko:K00637"	2494.55626450527	-2.39842276969816	0.470321148080952	1.97511251914368e-09	3.8843879543159e-08	"SOAT"	"sterol O-acyltransferase [EC:2.3.1.26]"	1
"ko:K00021"	4791.73724679892	-2.82122373514738	0.564171868772738	2.80270353906191e-09	5.47396994663678e-08	"HMGCR"	"hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]"	1
"ko:K00921"	710.538670628401	1.63169509500129	0.29448192751134	2.86966909351398e-09	5.56637183070657e-08	"PIKFYVE, FAB1"	"1-phosphatidylinositol-3-phosphate 5-kinase [EC:2.7.1.150]"	1
"ko:K00826"	4180.1662809568	-1.42123483202889	0.252479474221341	3.08269638128953e-09	5.93890894681085e-08	"E2.6.1.42, ilvE"	"branched-chain amino acid aminotransferase [EC:2.6.1.42]"	1
"ko:K05747"	7570.71878147251	-4.11425986253697	0.744319671225925	3.1174253883192e-09	5.96523560791891e-08	"WAS"	"Wiskott-Aldrich syndrome protein"	1
"ko:K01693"	525.900042054616	-7.07778429106045	1.2341579533318	3.38924585744287e-09	6.44184179079074e-08	"hisB"	"imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]"	1
"ko:K13333"	5386.5255321209	-1.16154778299959	0.207006048556377	5.38583286507277e-09	1.01684524492574e-07	"PLB"	"lysophospholipase [EC:3.1.1.5]"	1
"ko:K11228"	585.76097124616	1.21866517517894	0.217951431451181	5.54222757837479e-09	1.0394429471495e-07	"STE11"	"mitogen-activated protein kinase kinase kinase [EC:2.7.11.25]"	1
"ko:K17806"	962.374584025349	9.00343455401118	1.63940080690094	6.2490954401826e-09	1.16430515043402e-07	"PAM17, TIM23"	"mitochondrial import inner membrane translocase subunit TIM23"	1
"ko:K00762"	1435.45913761967	-8.39748977546162	1.52107050100751	7.10164745366654e-09	1.31450101887475e-07	"pyrE"	"orotate phosphoribosyltransferase [EC:2.4.2.10]"	1
